gse_id,species,catalog_species,protocol,nrows,ncols,n_genes,nnz,density,is_usa,pz_bytes,raw_int32_bytes,ratio,bits_per_nz,codec,has_transpose,has_obs_var,num_chunks
GSE190286,Mus musculus,Mus musculus,unknown,171540,27529,57180,49747227,0.010534,True,38811645,398087936,10.257,6.241,vocsc+zstd,False,True,27
GSE190297,Mus musculus,,,171540,107824,57180,21802421,0.001179,True,28032945,174850668,6.237,10.286,vocsc+zstd,False,True,106
GSE190475,Homo sapiens,Homo sapiens,10xv3,115818,46800,38606,28567020,0.00527,True,25599219,228723364,8.935,7.169,vocsc+zstd,False,True,46
GSE190482,Mus musculus,Mus musculus,10x_suspect,171540,7947,57180,21000036,0.015405,True,17966590,168032080,9.352,6.844,vocsc+zstd,False,True,8
GSE190514,Mus musculus,Mus musculus,10xv3,171540,33460,57180,67750321,0.011804,True,52266218,542136412,10.373,6.172,vocsc+zstd,False,True,33
GSE190597,Homo sapiens,Homo sapiens,10xv3_5prime,115818,39576,38606,77760454,0.016965,True,64012023,622241940,9.721,6.586,vocsc+zstd,False,True,39
GSE190604,Homo sapiens,Homo sapiens,10xv3,115818,97956,38606,524055142,0.046192,True,364802546,4192832964,11.493,5.569,vocsc+zstd,False,True,96
GSE190742,Homo sapiens,,,115818,26032,38606,228513216,0.075793,True,165667352,1828209860,11.035,5.8,vocsc+zstd,False,True,26
GSE190856,Mus musculus,Mus musculus,10xv3,171540,82480,57180,374674485,0.026481,True,277444222,2997725804,10.805,5.924,vocsc+zstd,False,True,81
GSE190859,Mus musculus,Mus musculus,10xv3,171540,188035,57180,74202869,0.0023,True,72083431,594375096,8.246,7.771,vocsc+zstd,False,True,184
GSE190870,Homo sapiens,Homo sapiens,10xv3_5prime,115818,16741,38606,3295544,0.0017,True,4304147,26431320,6.141,10.448,vocsc+zstd,False,True,17
GSE190905,Homo sapiens,Homo sapiens,10xv3_5prime,115818,31610,38606,5739168,0.001568,True,7314597,46039788,6.294,10.196,vocsc+zstd,False,True,31
GSE190913,Macaca mulatta,Macaca mulatta,10x_suspect,106296,196713,35432,75091563,0.003591,True,73668399,601519360,8.165,7.848,vocsc+zstd,False,True,193
GSE190934,Mus musculus,,,171540,6638,57180,9880558,0.008677,True,10703881,79071020,7.387,8.667,vocsc+zstd,False,True,7
GSE191002,Danio rerio,Danio rerio,10xv3,97560,21627,32520,73290695,0.034736,True,62526484,586412072,9.379,6.825,vocsc+zstd,False,True,22
GSE191041,Homo sapiens,,,115818,10934,38606,39628588,0.031293,True,30173263,317072444,10.508,6.091,vocsc+zstd,False,True,11
GSE191075,Mus musculus,Mus musculus,10x_suspect,171540,8324,57180,8118679,0.005686,True,8434413,64982732,7.704,8.311,vocsc+zstd,False,True,9
GSE191176,Homo sapiens,Homo sapiens,10xv3,115818,154918,38606,175560233,0.009785,True,137839105,1405101540,10.194,6.281,vocsc+zstd,False,True,152
GSE191188,Mus musculus,,,171540,1826,57180,5663547,0.018081,True,5833075,45315684,7.769,8.239,vocsc+zstd,False,True,2
GSE191219,Mus musculus,Mus musculus,10xv3,171540,30489,57180,124222570,0.023752,True,95332208,993902520,10.426,6.139,vocsc+zstd,False,True,30
GSE191226,Mus musculus,Mus musculus,10xv3,171540,13920,57180,73694923,0.030863,True,57754931,589615068,10.209,6.27,vocsc+zstd,False,True,14
GSE191232,Homo sapiens,Homo sapiens,10x_suspect,115818,11432,38606,104068008,0.078599,True,76802955,832589796,10.841,5.904,vocsc+zstd,False,True,12
GSE191246,Mus musculus,Mus musculus,10xv2,171540,53603,57180,163043550,0.017732,True,129381773,1304562816,10.083,6.348,vocsc+zstd,False,True,53
GSE191285,Homo sapiens,,,115818,703,38606,6961009,0.085495,True,5870023,55690888,9.487,6.746,vocsc+zstd,False,True,1
GSE192470,Mus musculus,Mus musculus,10xv3,171540,4275,57180,13687256,0.018664,True,11637499,109515152,9.411,6.802,vocsc+zstd,False,True,5
GSE192558,Homo sapiens,Homo sapiens,10xv3_5prime,115818,25403,38606,10913607,0.003709,True,12975253,87410472,6.737,9.511,vocsc+zstd,False,True,25
GSE192580,Homo sapiens,,,115818,3627,38606,2807628,0.006684,True,4635896,22475536,4.848,13.209,vocsc+zstd,False,True,4
GSE192641,Homo sapiens,,,115818,1056,38606,4865294,0.03978,True,4747872,38926580,8.199,7.807,vocsc+zstd,False,True,2
GSE192645,Unknown,,,51459,7178,51459,7127762,0.019297,True,6206120,57050812,9.193,6.966,vocsc+zstd,False,True,8
GSE192807,Unknown,Bos taurus,10xv3,108225,64655,36075,230846922,0.032991,True,183120045,1847034000,10.086,6.346,vocsc+zstd,False,True,64
GSE192930,Mus musculus,Mus musculus,10xv3,171540,23458,57180,46095214,0.011455,True,37799728,368855548,9.758,6.56,vocsc+zstd,False,True,23
GSE192964,Mus musculus,Mus musculus,10x_suspect,171540,16009,57180,29985315,0.010919,True,24044313,239946560,9.979,6.415,vocsc+zstd,False,True,16
GSE193037,Homo sapiens,Homo sapiens,10xv3,115818,10731,38606,42509354,0.034203,True,30695485,340117760,11.08,5.777,vocsc+zstd,False,True,11
GSE193096,Homo sapiens,Homo sapiens,10xv3,115818,22162,38606,11176838,0.004354,True,11433855,89503356,7.828,8.184,vocsc+zstd,False,True,22
GSE193179,Mus musculus,,,171540,6899,57180,16563154,0.013996,True,13710086,132532832,9.667,6.622,vocsc+zstd,False,True,7
GSE193189,Mus musculus,Mus musculus,10xv3_5prime,171540,13346,57180,4200750,0.001835,True,6686235,33659388,5.034,12.733,vocsc+zstd,False,True,14
GSE193206,Homo sapiens,,,115818,225428,38606,70179101,0.002688,True,70441544,562334524,7.983,8.03,vocsc+zstd,False,True,221
GSE193207,Mus musculus,Mus musculus,10xv2,171540,17055,57180,6943146,0.002373,True,8356983,55613392,6.655,9.629,vocsc+zstd,False,True,17
GSE193265,Mus musculus,Mus musculus,10xv3,171540,65788,57180,16497770,0.001462,True,18200224,132245316,7.266,8.826,vocsc+zstd,False,True,65
GSE193280,Mus musculus,Mus musculus,10xv3,171540,33010,57180,70856733,0.012513,True,59510097,566985908,9.528,6.719,vocsc+zstd,False,True,33
GSE193321,Homo sapiens,Homo sapiens; Mus musculus,10x_suspect,115818,28013,38606,43802141,0.013501,True,38881440,350529184,9.015,7.101,vocsc+zstd,False,True,28
GSE193322,Mus musculus,Mus musculus,10xv2,171540,49901,57180,241516850,0.028215,True,175374277,1932334408,11.018,5.809,vocsc+zstd,False,True,49
GSE193337,Homo sapiens,Homo sapiens,10xv3,115818,34683,38606,103261611,0.025707,True,85519333,826231624,9.661,6.625,vocsc+zstd,False,True,34
GSE193376,Mus musculus,,,171540,167081,57180,58482241,0.00204,True,55083268,468526256,8.506,7.535,vocsc+zstd,False,True,164
GSE193416,Mus musculus,Mus musculus,10xv2,171540,29825,57180,86710083,0.016948,True,68503988,693799968,10.128,6.32,vocsc+zstd,False,True,30
GSE193435,Mus musculus,Mus musculus,10x_multiome,171540,272000,57180,105133183,0.002253,True,97476390,842153468,8.64,7.417,vocsc+zstd,False,True,266
GSE193449,Homo sapiens,Homo sapiens,10xv3,115818,31142,38606,139477710,0.038671,True,109064564,1115946252,10.232,6.256,vocsc+zstd,False,True,31
GSE193451,Unknown,Arabidopsis thaliana,10xv3,98499,84506,98499,114356169,0.013739,True,93051254,915187380,9.835,6.51,vocsc+zstd,False,True,83
GSE193517,Homo sapiens,Homo sapiens,10x_suspect,115818,7008,38606,7156651,0.008817,True,7046886,57281244,8.129,7.877,vocsc+zstd,False,True,7
GSE193525,Homo sapiens,Homo sapiens,10xv3,115818,42947,38606,109790637,0.022073,True,88540209,878496888,9.922,6.452,vocsc+zstd,False,True,42
GSE193584,Mus musculus,Mus musculus,10x_suspect,171540,27269,57180,98334968,0.021022,True,77688354,786788824,10.128,6.32,vocsc+zstd,False,True,27
GSE193683,Homo sapiens,,,115818,69441,38606,494379609,0.061471,True,362096229,3955314640,10.923,5.859,vocsc+zstd,False,True,68
GSE193701,Mus musculus,Mus musculus,10xv3_5prime,171540,148333,57180,11779380,0.000463,True,17900868,94828376,5.297,12.157,vocsc+zstd,False,True,145
GSE193710,Homo sapiens,Homo sapiens,10xv2,115818,18748,38606,82100818,0.037811,True,61851366,656881540,10.62,6.027,vocsc+zstd,False,True,19
GSE193745,Homo sapiens,Homo sapiens,10x_suspect,115818,108913,38606,194261892,0.0154,True,159801915,1554530792,9.728,6.581,vocsc+zstd,False,True,107
GSE193782,Homo sapiens,Homo sapiens,10xv3,115818,124383,38606,813240239,0.056452,True,577165197,6506419448,11.273,5.678,vocsc+zstd,False,True,122
GSE193857,Rattus norvegicus,Rattus norvegicus,10xv2,91686,49160,30562,150638355,0.033421,True,108569404,1205303484,11.102,5.766,vocsc+zstd,False,True,49
GSE193911,Homo sapiens,Homo sapiens,10xv3,115818,506927,38606,32231081,0.000549,True,40289073,259876360,6.45,10.0,vocsc+zstd,False,True,496
GSE193914,Mus musculus,Mus musculus,10x_suspect,171540,14884,57180,61549463,0.024107,True,44823976,492455244,10.986,5.826,vocsc+zstd,False,True,15
GSE193920,Mus musculus,Mus musculus,10x_suspect,171540,93920,57180,182595902,0.011334,True,155402778,1461142900,9.402,6.809,vocsc+zstd,False,True,92
GSE193973,Homo sapiens,Homo sapiens,10x_suspect,115818,5969,38606,721876,0.001044,True,1839163,5798888,3.153,20.382,vocsc+zstd,False,True,6
GSE194051,Mus musculus,Mus musculus,10x_suspect,171540,8971,57180,16405382,0.010661,True,15063252,131278944,8.715,7.346,vocsc+zstd,False,True,9
GSE194214,Homo sapiens,Homo sapiens,10xv3,115818,80614,38606,97956992,0.010492,True,74141361,783978396,10.574,6.055,vocsc+zstd,False,True,79
GSE194225,Homo sapiens,Homo sapiens,10x_suspect,115818,20951,38606,116347517,0.047949,True,84777057,930863944,10.98,5.829,vocsc+zstd,False,True,21
GSE194427,Mus musculus,,,171540,6200,57180,11492432,0.010806,True,11254350,91964260,8.171,7.834,vocsc+zstd,False,True,7
GSE194431,Mus musculus,Mus musculus,10xv2,171540,11207,57180,59401737,0.030899,True,41368563,475258728,11.488,5.571,vocsc+zstd,False,True,11
GSE195476,Homo sapiens,,,115818,260490,38606,551070052,0.018266,True,413501770,4409602380,10.664,6.003,vocsc+zstd,False,True,255
GSE195611,Homo sapiens,Homo sapiens,10x_suspect,115818,17091,38606,62435221,0.031542,True,45374332,499550136,11.01,5.814,vocsc+zstd,False,True,17
GSE195665,Homo sapiens,,,115818,12186,38606,44045117,0.031208,True,36128191,352409684,9.754,6.562,vocsc+zstd,False,True,12
GSE195666,Homo sapiens,Homo sapiens,10xv2,115818,3627,38606,18488136,0.044012,True,14302765,147919600,10.342,6.189,vocsc+zstd,False,True,4
GSE195674,Homo sapiens,Homo sapiens,10x_suspect,115818,13476,38606,5951484,0.003813,True,6447515,47665780,7.393,8.667,vocsc+zstd,False,True,14
GSE195702,Rattus norvegicus,Rattus norvegicus,10xv3,91686,33606,30562,142526862,0.046257,True,103641421,1140349324,11.003,5.817,vocsc+zstd,False,True,33
GSE195709,Homo sapiens,Homo sapiens,10xv3,115818,190869,38606,60175840,0.002722,True,60891871,482170200,7.918,8.095,vocsc+zstd,False,True,187
GSE195780,Homo sapiens,Homo sapiens,10x_suspect,115818,2789,38606,7298593,0.022595,True,6752158,58399904,8.649,7.401,vocsc+zstd,False,True,3
GSE195784,Mus musculus,Mus musculus,10x_suspect,171540,27189,57180,18011576,0.003862,True,18047315,144201368,7.99,8.016,vocsc+zstd,False,True,27
GSE195785,Mus musculus,Mus musculus,10x_suspect,171540,5740,57180,11215406,0.01139,True,9827954,89746212,9.132,7.01,vocsc+zstd,False,True,6
GSE195797,Homo sapiens,Homo sapiens,10x_suspect,115818,6757,38606,12224890,0.015621,True,10380100,97826152,9.424,6.793,vocsc+zstd,False,True,7
GSE195914,Mus musculus,Mus musculus,10xv3,171540,34792,57180,113199175,0.018967,True,87423006,905732572,10.36,6.178,vocsc+zstd,False,True,34
GSE195937,Mus musculus,Mus musculus,10x_suspect,171540,25372,57180,53914198,0.012387,True,42458038,431415076,10.161,6.3,vocsc+zstd,False,True,25
GSE196018,Homo sapiens,Homo sapiens,10xv3,115818,71944,38606,380290538,0.04564,True,269610180,3042612084,11.285,5.672,vocsc+zstd,False,True,71
GSE196055,Unknown,Sus scrofa domesticus,10x_suspect,107010,6496,35670,41163423,0.059216,True,28851411,329333372,11.415,5.607,vocsc+zstd,False,True,7
GSE196060,Mus musculus,Mus musculus,10xv3,171540,15791,57180,34974155,0.012911,True,27858165,279856408,10.046,6.372,vocsc+zstd,False,True,16
GSE196085,Mus musculus,,,171540,3140,57180,8899578,0.016522,True,8329133,71209188,8.549,7.487,vocsc+zstd,False,True,4
GSE196112,Mus musculus,Mus musculus,10x_suspect,171540,27136,57180,39975297,0.008588,True,33583949,319910924,9.526,6.721,vocsc+zstd,False,True,27
GSE196127,Mus musculus,Mus musculus,unknown,171540,18415,57180,65455472,0.020721,True,48999219,523717440,10.688,5.989,vocsc+zstd,False,True,18
GSE196341,Homo sapiens,Homo sapiens,10xv3,115818,11479,38606,1951342,0.001468,True,3230375,15656656,4.847,13.244,vocsc+zstd,False,True,12
GSE196408,Mus musculus,Mus musculus,10xv3,171540,75211,57180,48683043,0.003773,True,40876202,389765192,9.535,6.717,vocsc+zstd,False,True,74
GSE196412,Mus musculus,Mus musculus,10x_suspect,171540,7444,57180,3296206,0.002581,True,4582361,26399428,5.761,11.122,vocsc+zstd,False,True,8
GSE196426,Mus musculus,Mus musculus,10xv3,171540,31332,57180,12751456,0.002373,True,13911818,102136980,7.342,8.728,vocsc+zstd,False,True,31
GSE196529,Mus musculus,Mus musculus,10xv3,171540,25841,57180,24021436,0.005419,True,21766667,192274856,8.833,7.249,vocsc+zstd,False,True,26
GSE196658,Macaca mulatta,Macaca mulatta,10xv3,106296,7281,35432,8663294,0.011194,True,8184933,69335480,8.471,7.558,vocsc+zstd,False,True,8
GSE196659,Unknown,Sus scrofa,10xv3,107010,4883,35670,21147126,0.040471,True,17437530,169196544,9.703,6.597,vocsc+zstd,False,True,5
GSE196660,Rattus norvegicus,Rattus norvegicus,10xv3,91686,4968,30562,22644419,0.049714,True,17179948,181175228,10.546,6.069,vocsc+zstd,False,True,5
GSE196662,Mus musculus,Mus musculus,10xv3,171540,2776,57180,12440389,0.026125,True,11430473,99534220,8.708,7.351,vocsc+zstd,False,True,3
GSE196766,Homo sapiens,Homo sapiens,10x_suspect,115818,62267,38606,479426232,0.06648,True,353360620,3835658928,10.855,5.896,vocsc+zstd,False,True,61
GSE196778,Mus musculus,Mus musculus,10xv3,171540,96693,57180,431683882,0.026026,True,331542851,3453857832,10.418,6.144,vocsc+zstd,False,True,95
GSE196796,Homo sapiens,Homo sapiens,10xv3,115818,76272,38606,18832075,0.002132,True,21401478,150961692,7.054,9.092,vocsc+zstd,False,True,75
GSE196864,Mus musculus,Mus musculus,10x_suspect,171540,21431,57180,26322941,0.00716,True,21498385,210669256,9.799,6.534,vocsc+zstd,False,True,21
GSE196885,Drosophila melanogaster,Drosophila melanogaster,10xv2,72834,224608,24278,66950121,0.004093,True,59084538,536499404,9.08,7.06,vocsc+zstd,False,True,220
GSE196915,Mus musculus,Mus musculus,10xv3,171540,6595,57180,40405697,0.035716,True,28333106,323271960,11.41,5.61,vocsc+zstd,False,True,7
GSE196936,Homo sapiens,Homo sapiens,10xv3,115818,3097,38606,20344769,0.05672,True,15895440,162770544,10.24,6.25,vocsc+zstd,False,True,4
GSE196952,Homo sapiens,Homo sapiens,10xv3,115818,3606,38606,15428197,0.036941,True,12288177,123440004,10.045,6.372,vocsc+zstd,False,True,4
GSE196953,Homo sapiens,Homo sapiens,10x_suspect,115818,10787,38606,76220968,0.06101,True,56637992,609810896,10.767,5.945,vocsc+zstd,False,True,11
GSE196993,Mus musculus,Mus musculus,10x_suspect,171540,15038,57180,4678702,0.001814,True,6967896,37489772,5.38,11.914,vocsc+zstd,False,True,15
GSE197064,Homo sapiens,Homo sapiens,10x_suspect,115818,26542,38606,82142192,0.026721,True,67947293,657243708,9.673,6.618,vocsc+zstd,False,True,26
GSE197070,Mus musculus,Mus musculus,10xv3,171540,28442,57180,115330283,0.023638,True,85931177,922756036,10.738,5.961,vocsc+zstd,False,True,28
GSE197215,Homo sapiens,Homo sapiens,dropseq,115818,14934,38606,792104,0.000458,True,1942934,6396572,3.292,19.623,vocsc+zstd,False,True,15
GSE197317,Homo sapiens,Homo sapiens,10x_suspect,115818,33665,38606,50383863,0.012922,True,42514223,403205568,9.484,6.75,vocsc+zstd,False,True,33
GSE197329,Mus musculus,,,171540,60450,57180,162315709,0.015653,True,127435230,1298767476,10.192,6.281,vocsc+zstd,False,True,60
GSE197404,Mus musculus,Mus musculus; Homo sapiens,unknown,171540,431878,57180,244888931,0.003306,True,203692658,1960838964,9.626,6.654,vocsc+zstd,False,True,422
GSE197409,Homo sapiens,,,115818,34408,38606,40461276,0.010153,True,35950149,323827844,9.008,7.108,vocsc+zstd,False,True,34
GSE197452,Homo sapiens,Homo sapiens,10xv3_5prime,115818,86954,38606,146587390,0.014556,True,117479880,1173046940,9.985,6.411,vocsc+zstd,False,True,85
GSE197580,Mus musculus,Mus musculus,10xv3_5prime,171540,68522,57180,39249864,0.003339,True,37923152,314273004,8.287,7.73,vocsc+zstd,False,True,67
GSE197618,Mus musculus,Mus musculus,10x_suspect,171540,23092,57180,155490860,0.039253,True,115621294,1244019252,10.759,5.949,vocsc+zstd,False,True,23
GSE197658,Homo sapiens,Homo sapiens,10xv3,115818,207024,38606,771967472,0.032196,True,557156972,6176567876,11.086,5.774,vocsc+zstd,False,True,203
GSE197665,Homo sapiens,Homo sapiens,10xv3,115818,26863,38606,25667858,0.00825,True,22497360,205450320,9.132,7.012,vocsc+zstd,False,True,27
GSE197667,Homo sapiens,Homo sapiens,dropseq,115818,1978,38606,12736821,0.055598,True,9766511,101902484,10.434,6.134,vocsc+zstd,False,True,2
GSE197677,Homo sapiens,Homo sapiens,10xv3,115818,50392,38606,242985954,0.041634,True,200428281,1944089204,9.7,6.599,vocsc+zstd,False,True,50
GSE197731,Mus musculus,Mus musculus,10x_suspect,171540,55875,57180,234613839,0.024478,True,182082286,1877134216,10.309,6.209,vocsc+zstd,False,True,55
GSE197828,Mus musculus,,,171540,5503,57180,10068445,0.010666,True,10015928,80569576,8.044,7.958,vocsc+zstd,False,True,6
GSE197847,Homo sapiens,Homo sapiens,10xv3,115818,4076,38606,17999890,0.038129,True,14611168,144015428,9.857,6.494,vocsc+zstd,False,True,4
GSE197854,Mus musculus,,,171540,29605,57180,9616971,0.001894,True,11351558,77054192,6.788,9.443,vocsc+zstd,False,True,29
GSE197858,Mus musculus,Mus musculus,10xv2,171540,12373,57180,40309714,0.018992,True,29917444,322527208,10.781,5.938,vocsc+zstd,False,True,13
GSE197879,Mus musculus,Mus musculus,10xv3,171540,13112,57180,59917363,0.026639,True,46504076,479391356,10.309,6.209,vocsc+zstd,False,True,13
GSE197889,Homo sapiens,Homo sapiens,10xv3,115818,4032,38606,15503081,0.033199,True,11764381,124040780,10.544,6.071,vocsc+zstd,False,True,4
GSE197908,Mus musculus,Mus musculus,10x_suspect,171540,604,57180,1016303,0.009809,True,2363853,8132844,3.441,18.607,vocsc+zstd,False,True,1
GSE198059,Mus musculus,Mus musculus,10xv2,171540,27799,57180,22478364,0.004714,True,23051613,179938112,7.806,8.204,vocsc+zstd,False,True,28
GSE198064,Mus musculus,Mus musculus,10xv3,171540,9092,57180,38523293,0.0247,True,31575487,308222716,9.761,6.557,vocsc+zstd,False,True,9
GSE198099,Homo sapiens,Homo sapiens,10xv3,115818,24547,38606,69124459,0.024314,True,56735579,553093864,9.749,6.566,vocsc+zstd,False,True,24
GSE198141,Homo sapiens,Homo sapiens,10xv3,115818,29635,38606,114868993,0.033467,True,89192541,919070488,10.304,6.212,vocsc+zstd,False,True,29
GSE198149,Drosophila melanogaster,,,72834,279116,24278,98273765,0.004834,True,90412735,787306588,8.708,7.36,vocsc+zstd,False,True,273
GSE198281,Homo sapiens,synthetic construct; Homo sapiens,10x_suspect,115818,61401,38606,22459108,0.003158,True,22991114,179918472,7.826,8.19,vocsc+zstd,False,True,60
GSE198347,Mus musculus,,,171540,31499,57180,13637228,0.002524,True,14596581,109223824,7.483,8.563,vocsc+zstd,False,True,31
GSE198357,Mus musculus,Mus musculus,10xv3,171540,19596,57180,22994651,0.006841,True,20833029,184035596,8.834,7.248,vocsc+zstd,False,True,20
GSE198394,Unknown,Arabidopsis thaliana,10xv3,98499,89009,98499,400891720,0.045726,True,321638787,3207489800,9.972,6.418,vocsc+zstd,False,True,87
GSE198401,Mus musculus,Mus musculus,10xv3,171540,27008,57180,33814647,0.007299,True,29150515,270625212,9.284,6.897,vocsc+zstd,False,True,27
GSE198466,Mus musculus,Mus musculus,10xv3,171540,12635,57180,41163395,0.018992,True,31906499,329357704,10.323,6.201,vocsc+zstd,False,True,13
GSE198482,Homo sapiens,Homo sapiens,10xv3,115818,9677,38606,9318387,0.008314,True,8657034,74585808,8.616,7.432,vocsc+zstd,False,True,10
